930,amurraypt,a. murrayp
931,wnelsonpu,w. nelsonp
932,cwatsonpv,c. watsonp
933,rknightpw,r. knightp
934,randrewspx,r. andrewsp
935,cwilliamsonpy,c. williamsonp
936,jelliottpz,j. elliottp
937,jharrisq0,j. harrisq
938,bfloresq1,b. floresq
939,iwelchq2,i. welchq
940,bfloresq3,b. floresq
941,arobertsq4,a. robertsq
942,wwatsonq5,w. watsonq
943,dschmidtq6,d. schmidtq
944,kspencerq7,k. spencerq
945,larnoldq8,l. arnoldq
946,hwarrenq9,h. warrenq
947,rcoxqa,r. coxq
948,rscottqb,r. scottq
949,bwebbqc,b. webbq
950,whudsonqd,w. hudsonq
951,lhamiltonqe,l. hamiltonq
952,rduncanqf,r. duncanq
953,efloresqg,e. floresq
954,jgomezqh,j. gomezq
955,ngriffinqi,n. griffinq
956,rsnyderqj,r. snyderq
957,pmendozaqk,p. mendozaq
958,kfrazierql,k. frazierq
959,lmendozaqm,l. mendozaq
960,mmasonqn,m. masonq
961,lolsonqo,l. olsonq
962,blynchqp,b. lynchq
963,rwestqq,r. westq
964,cfieldsqr,c. fieldsq
965,hbradleyqs,h. bradleyq
966,jreyesqt,j. reyesq
967,storresqu,s. torresq
968,cblackqv,c. blackq
969,halvarezqw,h. alvarezq
970,bsimsqx,b. simsq
971,cmedinaqy,c. medinaq
972,dnelsonqz,d. nelsonq
973,dkimr0,d. kimr
974,pharrisonr1,p. harrisonr
975,gchapmanr2,g. chapmanr
976,pjordanr3,p. jordanr
977,jkellyr4,j. kellyr
978,blopezr5,b. lopezr
979,bwilsonr6,b. wilsonr
980,tnelsonr7,t. nelsonr
981,jrobinsonr8,j. robinsonr
982,jedwardsr9,j. edwardsr
983,dlewisra,d. lewisr
984,salvarezrb,s. alvarezr
985,tmendozarc,t. mendozar
986,cfernandezrd,c. fernandezr
987,dhicksre,d. hicksr
988,kbradleyrf,k. bradleyr
989,jbutlerrg,j. butlerr
990,fandrewsrh,f. andrewsr
991,lsimpsonri,l. simpsonr
992,jlawsonrj,j. lawsonr
993,jparkerrk,j. parkerr
994,jwatkinsrl,j. watkinsr
995,jrogersrm,j. rogersr
996,clanern,c. laner
997,mmillerro,m. millerr
998,erayrp,e. rayr
999,llynchrq,l. lynchr
1000,rrussellrr,r. russellr
1001,ddixon0,d. dixon
1002,jgreen1,j. green
1003,tsanchez2,t. sanchez
1004,lschmidt3,l. schmidt
1005,dmitchell4,d. mitchell
1006,twebb5,t. webb
1007,bmiller6,b. miller
1008,hdean7,h. dean
1009,rcarr8,r. carr
1010,rmartinez9,r. martinez
1011,rwrighta,r. wright
1012,abrownb,a. brown
1013,ekellyc,e. kelly
1014,mwoodsd,m. woods
1015,jwrighte,j. wright
1016,rfosterf,r. foster
1017,fryang,f. ryan
1018,cwilliamsonh,c. williamson
1019,nnicholsi,n. nichols
1020,psanchezj,p. sanchez
1021,kwoodsk,k. woods
1022,lgrahaml,l. graham
1023,csimpsonm,c. simpson
1024,lmcdonaldn,l. mcdonald
1025,bjenkinso,b. jenkins
1026,chansenp,c. hansen
1027,jfrazierq,j. frazier
1028,charrisr,c. harris
1029,rbowmans,r. bowman
1030,bmillert,b. miller
1031,frichardsonu,f. richardson
1032,kcampbellv,k. campbell
1033,awebbw,a. webb
1034,cmasonx,c. mason
1035,jfergusony,j. ferguson
1036,breidz,b. reid
1037,rrussell10,r. russell
1038,kking11,k. king
1039,bgomez12,b. gomez
1040,rwatkins13,r. watkins
1041,swilson14,s. wilson
1042,alane15,a. lane
1043,kmitchell16,k. mitchell
1044,lfreeman17,l. freeman
1045,amorales18,a. morales
1046,jfernandez19,j. fernandez
1047,rking1a,r. king
1048,jgonzales1b,j. gonzales
1049,jtaylor1c,j. taylor
1050,jelliott1d,j. elliott
1051,krobinson1e,k. robinson
1052,rpowell1f,r. powell
1053,trichardson1g,t. richardson
1054,wwallace1h,w. wallace
1055,jknight1i,j. knight
1056,fbaker1j,f. baker
1057,landrews1k,l. andrews
1058,syoung1l,s. young
1059,jfranklin1m,j. franklin
1060,dmccoy1n,d. mccoy
1061,mwatkins1o,m. watkins
1062,phansen1p,p. hansen
1063,thenry1q,t. henry
1064,mpatterson1r,m. patterson
1065,flane1s,f. lane
1066,ejones1t,e. jones
1067,wmcdonald1u,w. mcdonald
1068,mmason1v,m. mason
1069,vramos1w,v. ramos
1070,jwright1x,j. wright
1071,lmartinez1y,l. martinez
1072,klong1z,k. long
1073,mnguyen20,m. nguyen
1074,cortiz21,c. ortiz
1075,kray22,k. ray
1076,kflores23,k. flores
1077,voliver24,v. oliver
1078,mweaver25,m. weaver
1079,jfranklin26,j. franklin
1080,vhernandez27,v. hernandez
1081,kramirez28,k. ramirez
1082,lrobertson29,l. robertson
1083,llane2a,l. lane
1084,btorres2b,b. torres
1085,rjacobs2c,r. jacobs
1086,hfernandez2d,h. fernandez
1087,snichols2e,s. nichols
1088,cmedina2f,c. medina
1089,sscott2g,s. scott
1090,hgreene2h,h. greene
1091,jhunter2i,j. hunter
1092,jstewart2j,j. stewart
1093,khowell2k,k. howell
1094,cholmes2l,c. holmes
1095,awheeler2m,a. wheeler
1096,rmontgomery2n,r. montgomery
1097,bgray2o,b. gray
1098,kvasquez2p,k. vasquez
1099,fburton2q,f. burton
1100,apowell2r,a. powell
1101,ipalmer2s,i. palmer
1102,gwells2t,g. wells
1103,kpalmer2u,k. palmer
1104,sgrant2v,s. grant
1105,rjohnson2w,r. johnson
1106,rjordan2x,r. jordan
1107,eweaver2y,e. weaver
1108,gwest2z,g. west
1109,rburns30,r. burns
1110,nrose31,n. rose
1111,awright32,a. wright
1112,mgardner33,m. gardner
1113,bmccoy34,b. mccoy
1114,adaniels35,a. daniels
1115,jtorres36,j. torres
1116,jolson37,j. olson
1117,eschmidt38,e. schmidt
1118,gbowman39,g. bowman
1119,ghenderson3a,g. henderson
1120,csnyder3b,c. snyder
1121,pgutierrez3c,p. gutierrez
1122,jriley3d,j. riley
1123,pbaker3e,p. baker
1124,colson3f,c. olson
1125,jmontgomery3g,j. montgomery
1126,cbailey3h,c. bailey
1127,rbell3i,r. bell
1128,cgonzales3j,c. gonzales
1129,aanderson3k,a. anderson
1130,anguyen3l,a. nguyen
1131,rreyes3m,r. reyes
1132,cthomas3n,c. thomas
1133,fstone3o,f. stone
1134,ccooper3p,c. cooper
1135,mfowler3q,m. fowler
1136,hrobertson3r,h. robertson
1137,dmatthews3s,d. matthews
1138,smorales3t,s. morales
1139,lwilson3u,l. wilson
1140,ariley3v,a. riley
1141,shayes3w,s. hayes
1142,gcole3x,g. cole
1143,tdiaz3y,t. diaz
1144,bbell3z,b. bell
1145,eward40,e. ward
1146,jcarroll41,j. carroll
1147,hfisher42,h. fisher
1148,parmstrong43,p. armstrong
1149,jfields44,j. fields
1150,pandrews45,p. andrews
1151,jmarshall46,j. marshall
1152,ralvarez47,r. alvarez
1153,swagner48,s. wagner
1154,bcole49,b. cole
1155,ascott4a,a. scott
1156,cbell4b,c. bell
1157,rgeorge4c,r. george
1158,mjacobs4d,m. jacobs
1159,mweaver4e,m. weaver
1160,lwashington4f,l. washington
1161,rhall4g,r. hall
1162,nweaver4h,n. weaver
1163,jmurphy4i,j. murphy
1164,jstevens4j,j. stevens
1165,ahayes4k,a. hayes
1166,jstewart4l,j. stewart
1167,golson4m,g. olson
1168,jberry4n,j. berry
1169,gyoung4o,g. young
1170,tduncan4p,t. duncan
1171,klee4q,k. lee
1172,nsimpson4r,n. simpson
1173,slee4s,s. lee
1174,mgonzalez4t,m. gonzalez
1175,rmeyer4u,r. meyer
1176,rcruz4v,r. cruz
1177,hcole4w,h. cole
1178,lramos4x,l. ramos
1179,hhicks4y,h. hicks
1180,bturner4z,b. turner
1181,klawson50,k. lawson
1182,bcruz51,b. cruz
1183,pjackson52,p. jackson
1184,pcrawford53,p. crawford
1185,rgardner54,r. gardner
1186,mshaw55,m. shaw
1187,kcunningham56,k. cunningham
1188,lsims57,l. sims
1189,dmedina58,d. medina
1190,rhudson59,r. hudson
1191,rhughes5a,r. hughes
1192,agutierrez5b,a. gutierrez
1193,eolson5c,e. olson
1194,cferguson5d,c. ferguson
1195,phawkins5e,p. hawkins
1196,halvarez5f,h. alvarez
1197,tjohnston5g,t. johnston
1198,djenkins5h,d. jenkins
1199,rfuller5i,r. fuller
1200,ctucker5j,c. tucker
1201,eking5k,e. king
1202,bbanks5l,b. banks
1203,jdixon5m,j. dixon
1204,jstephens5n,j. stephens
1205,sfranklin5o,s. franklin
1206,ddiaz5p,d. diaz
1207,cwillis5q,c. willis
1208,bwebb5r,b. webb
1209,joliver5s,j. oliver
1210,ajohnston5t,a. johnston
1211,mwright5u,m. wright
1212,groberts5v,g. roberts
1213,kreynolds5w,k. reynolds
1214,pporter5x,p. porter
1215,bhenderson5y,b. henderson
1216,nwillis5z,n. willis
1217,esnyder60,e. snyder
1218,dthompson61,d. thompson
1219,jdaniels62,j. daniels
1220,rfernandez63,r. fernandez
1221,rfuller64,r. fuller
1222,jwest65,j. west
1223,awright66,a. wright
1224,shicks67,s. hicks
1225,awells68,a. wells
1226,tandrews69,t. andrews
1227,dpalmer6a,d. palmer
1228,awagner6b,a. wagner
1229,tramirez6c,t. ramirez
1230,jrose6d,j. rose
1231,cperry6e,c. perry
1232,areid6f,a. reid
1233,sflores6g,s. flores
1234,emorgan6h,e. morgan
1235,dlee6i,d. lee
1236,sdixon6j,s. dixon
1237,rrobertson6k,r. robertson
1238,jrichardson6l,j. richardson
1239,bcooper6m,b. cooper
1240,jsmith6n,j. smith
1241,sriley6o,s. riley
1242,ejackson6p,e. jackson
1243,pwilliams6q,p. williams
1244,spierce6r,s. pierce
1245,bfranklin6s,b. franklin
1246,bshaw6t,b. shaw
1247,rpowell6u,r. powell
1248,ahowell6v,a. howell
1249,jwright6w,j. wright
1250,kweaver6x,k. weaver
1251,crobinson6y,c. robinson
1252,sharvey6z,s. harvey
1253,pjackson70,p. jackson
1254,adaniels71,a. daniels
1255,eramirez72,e. ramirez
1256,mgilbert73,m. gilbert
1257,jfernandez74,j. fernandez
1258,ffranklin75,f. franklin
1259,dhanson76,d. hanson
1260,jgrant77,j. grant
1261,jbarnes78,j. barnes
1262,ldavis79,l. davis
1263,jburton7a,j. burton
1264,pfox7b,p. fox
1265,cpalmer7c,c. palmer
1266,hharper7d,h. harper
1267,cferguson7e,c. ferguson
1268,jharris7f,j. harris
1269,wgarza7g,w. garza
1270,pwallace7h,p. wallace
1271,bhenderson7i,b. henderson
1272,jthomas7j,j. thomas
1273,staylor7k,s. taylor
1274,jkennedy7l,j. kennedy
1275,sschmidt7m,s. schmidt
1276,pgordon7n,p. gordon
1277,aparker7o,a. parker
1278,bpatterson7p,b. patterson
1279,mgibson7q,m. gibson
1280,ajenkins7r,a. jenkins
1281,lhawkins7s,l. hawkins
1282,briley7t,b. riley
1283,cduncan7u,c. duncan
1284,ladams7v,l. adams
1285,mruiz7w,m. ruiz
1286,atorres7x,a. torres
1287,jwashington7y,j. washington
1288,jclark7z,j. clark
1289,pmcdonald80,p. mcdonald
1290,tparker81,t. parker
1291,bgordon82,b. gordon
1292,djohnson83,d. johnson
1293,krice84,k. rice
1294,lhudson85,l. hudson
1295,fmontgomery86,f. montgomery
1296,bfoster87,b. foster
1297,lhernandez88,l. hernandez
1298,knichols89,k. nichols
1299,hcox8a,h. cox
1300,bphillips8b,b. phillips
1301,ahamilton8c,a. hamilton
1302,nmitchell8d,n. mitchell
1303,jhenry8e,j. henry
1304,rmorgan8f,r. morgan
1305,wwarren8g,w. warren
1306,jadams8h,j. adams
1307,kmorrison8i,k. morrison
1308,kcarter8j,k. carter
1309,rwatkins8k,r. watkins
1310,jcarpenter8l,j. carpenter
1311,mgeorge8m,m. george
1312,lhansen8n,l. hansen
1313,lfranklin8o,l. franklin
1314,bwright8p,b. wright
1315,jgonzales8q,j. gonzales
1316,soliver8r,s. oliver
1317,jwatson8s,j. watson
1318,aboyd8t,a. boyd
1319,jturner8u,j. turner
1320,dmyers8v,d. myers
1321,sperry8w,s. perry
1322,jgreen8x,j. green
1323,jmcdonald8y,j. mcdonald
1324,mwarren8z,m. warren
1325,jjacobs90,j. jacobs
1326,hgray91,h. gray
1327,ctorres92,c. torres
1328,ebowman93,e. bowman
1329,blawson94,b. lawson
1330,fmiller95,f. miller
1331,rsanders96,r. sanders
1332,hburns97,h. burns
1333,btucker98,b. tucker
1334,fwebb99,f. webb
1335,jnichols9a,j. nichols
1336,tperry9b,t. perry
1337,lsmith9c,l. smith
1338,jolson9d,j. olson
1339,jnelson9e,j. nelson
1340,jtaylor9f,j. taylor
1341,imartinez9g,i. martinez
1342,jmurray9h,j. murray
1343,jarmstrong9i,j. armstrong
1344,dbishop9j,d. bishop
1345,bgonzales9k,b. gonzales
1346,jmccoy9l,j. mccoy
1347,wmontgomery9m,w. montgomery
1348,msimmons9n,m. simmons
1349,jlittle9o,j. little
1350,chansen9p,c. hansen
1351,aboyd9q,a. boyd
1352,gthompson9r,g. thompson
1353,erogers9s,e. rogers
1354,jjohnston9t,j. johnston
1355,chill9u,c. hill
1356,tjenkins9v,t. jenkins
1357,spalmer9w,s. palmer
1358,ctucker9x,c. tucker
1359,bbailey9y,b. bailey
1360,lwashington9z,l. washington
1361,mcunninghama0,m. cunninghama
1362,jparkera1,j. parkera
1363,aclarka2,a. clarka
1364,afishera3,a. fishera
1365,cdixona4,c. dixona
1366,kperrya5,k. perrya
1367,dmorgana6,d. morgana
1368,sfowlera7,s. fowlera
1369,npaynea8,n. paynea
1370,eaustina9,e. austina
1371,bharrisaa,b. harrisa
1372,pwilsonab,p. wilsona
1373,tdayac,t. daya
1374,sgarrettad,s. garretta
1375,dfreemanae,d. freemana
1376,jjacobsaf,j. jacobsa
1377,radamsag,r. adamsa
1378,tmontgomeryah,t. montgomerya
1379,cyoungai,c. younga
1380,cgonzalesaj,c. gonzalesa
1381,jgonzalezak,j. gonzaleza
1382,vryanal,v. ryana
1383,psanchezam,p. sancheza
1384,awalkeran,a. walkera
1385,fhowellao,f. howella
1386,rbarnesap,r. barnesa
1387,mcarteraq,m. cartera
1388,cevansar,c. evansa
1389,ccarpenteras,c. carpentera
1390,ngarrettat,n. garretta
1391,areyesau,a. reyesa
1392,rgeorgeav,r. georgea
1393,jbakeraw,j. bakera
1394,lalexanderax,l. alexandera
1395,ssanchezay,s. sancheza
1396,ehuntaz,e. hunta
1397,egrantb0,e. grantb
1398,wmatthewsb1,w. matthewsb
1399,kaustinb2,k. austinb
1400,cjordanb3,c. jordanb
1401,dmeyerb4,d. meyerb
1402,hnicholsb5,h. nicholsb
1403,cmurrayb6,c. murrayb
1404,jyoungb7,j. youngb
1405,gbradleyb8,g. bradleyb
1406,jbryantb9,j. bryantb
1407,tfieldsba,t. fieldsb
1408,dkennedybb,d. kennedyb
1409,acolebc,a. coleb
1410,wdaybd,w. dayb
1411,rjordanbe,r. jordanb
1412,mstanleybf,m. stanleyb
1413,vmccoybg,v. mccoyb
1414,nsandersbh,n. sandersb
1415,ewelchbi,e. welchb
1416,lthomasbj,l. thomasb
1417,rgrahambk,r. grahamb
1418,fmeyerbl,f. meyerb
1419,jnguyenbm,j. nguyenb
1420,jmcdonaldbn,j. mcdonaldb
1421,mknightbo,m. knightb
1422,kstonebp,k. stoneb
1423,jbrooksbq,j. brooksb
1424,afieldsbr,a. fieldsb
1425,jwebbbs,j. webbb
1426,pgilbertbt,p. gilbertb
1427,ldanielsbu,l. danielsb
1428,ahansenbv,a. hansenb
1429,trileybw,t. rileyb
1430,rperkinsbx,r. perkinsb
1431,lhallby,l. hallb
1432,cpaynebz,c. payneb
1433,agarciac0,a. garciac
1434,bwagnerc1,b. wagnerc
1435,klewisc2,k. lewisc
1436,dfosterc3,d. fosterc
1437,sfergusonc4,s. fergusonc
1438,cmorganc5,c. morganc
1439,lcunninghamc6,l. cunninghamc
1440,rwilliamsonc7,r. williamsonc
1441,jcastilloc8,j. castilloc
1442,cmartinc9,c. martinc
1443,mmasonca,m. masonc
1444,crosecb,c. rosec
1445,gmccoycc,g. mccoyc
1446,jfishercd,j. fisherc
1447,afieldsce,a. fieldsc
1448,sreyescf,s. reyesc
1449,pbrookscg,p. brooksc
1450,dmitchellch,d. mitchellc
1451,jrobertsci,j. robertsc
1452,lwoodcj,l. woodc
1453,mporterck,m. porterc
1454,jraycl,j. rayc
1455,mchavezcm,m. chavezc
1456,lramirezcn,l. ramirezc
1457,lrichardsonco,l. richardsonc
1458,swilliamsoncp,s. williamsonc
1459,pyoungcq,p. youngc
1460,jdaycr,j. dayc
1461,jhallcs,j. hallc
1462,abarnesct,a. barnesc
1463,tpricecu,t. pricec
1464,ljonescv,l. jonesc
1465,mchapmancw,m. chapmanc
1466,scoopercx,s. cooperc
1467,dmatthewscy,d. matthewsc
1468,rmatthewscz,r. matthewsc
1469,jschmidtd0,j. schmidtd
1470,mrossd1,m. rossd
1471,rgarciad2,r. garciad
1472,nrichardsond3,n. richardsond
1473,clarsond4,c. larsond
1474,csanchezd5,c. sanchezd
1475,rclarkd6,r. clarkd
1476,mjenkinsd7,m. jenkinsd
1477,hkingd8,h. kingd
1478,mwebbd9,m. webbd
1479,rhamiltonda,r. hamiltond
1480,acruzdb,a. cruzd
1481,ebelldc,e. belld
1482,awatsondd,a. watsond
1483,asullivande,a. sullivand
1484,emitchelldf,e. mitchelld
1485,lgomezdg,l. gomezd
1486,kmontgomerydh,k. montgomeryd
1487,jsimmonsdi,j. simmonsd
1488,mcunninghamdj,m. cunninghamd
1489,afoxdk,a. foxd
1490,pbakerdl,p. bakerd
1491,rdixondm,r. dixond
1492,jfergusondn,j. fergusond
1493,jlawrencedo,j. lawrenced
1494,scarrdp,s. carrd
1495,mrosedq,m. rosed
1496,rholmesdr,r. holmesd
1497,acarrollds,a. carrolld
1498,rowensdt,r. owensd
1499,pjamesdu,p. jamesd
1500,jrobertsondv,j. robertsond
1501,salvarezdw,s. alvarezd
1502,icrawforddx,i. crawfordd
1503,lsimsdy,l. simsd
1504,dgarrettdz,d. garrettd
1505,ljohnstone0,l. johnstone
1506,medwardse1,m. edwardse
1507,lweavere2,l. weavere
1508,ltorrese3,l. torrese
1509,chayese4,c. hayese
1510,jrobertse5,j. robertse
1511,kjenkinse6,k. jenkinse
1512,jcarpentere7,j. carpentere
1513,khunte8,k. hunte
1514,tbrookse9,t. brookse
1515,awebbea,a. webbe
1516,parnoldeb,p. arnolde
1517,aedwardsec,a. edwardse
1518,rwebbed,r. webbe
1519,cramosee,c. ramose
1520,dsullivanef,d. sullivane
1521,rcampbelleg,r. campbelle
1522,bgarzaeh,b. garzae
1523,rgarciaei,r. garciae
1524,sgrayej,s. graye
1525,tgutierrezek,t. gutierreze
1526,jmendozael,j. mendozae
1527,jwestem,j. weste
1528,jharrisen,j. harrise
1529,pburkeeo,p. burkee
1530,wgibsonep,w. gibsone
1531,dcookeq,d. cooke
1532,athompsoner,a. thompsone
1533,cparkeres,c. parkere
1534,kwilliamsonet,k. williamsone
1535,jroseeu,j. rosee
1536,jboydev,j. boyde
1537,mevansew,m. evanse
1538,rwallaceex,r. wallacee
1539,btorresey,b. torrese
1540,pchapmanez,p. chapmane
1541,jrossf0,j. rossf
1542,msnyderf1,m. snyderf
1543,mdeanf2,m. deanf
1544,ssanchezf3,s. sanchezf
1545,bbennettf4,b. bennettf
1546,spetersf5,s. petersf
1547,agarrettf6,a. garrettf
1548,amyersf7,a. myersf
1549,bmartinezf8,b. martinezf
1550,jtuckerf9,j. tuckerf
1551,sandrewsfa,s. andrewsf
1552,tgutierrezfb,t. gutierrezf
1553,mbrooksfc,m. brooksf
1554,jjonesfd,j. jonesf
1555,kknightfe,k. knightf
1556,nfreemanff,n. freemanf
1557,nwoodfg,n. woodf
1558,nchapmanfh,n. chapmanf
1559,sallenfi,s. allenf
1560,lmatthewsfj,l. matthewsf
1561,jpricefk,j. pricef
1562,nlanefl,n. lanef
1563,dburnsfm,d. burnsf
1564,pjamesfn,p. jamesf
1565,mgonzalezfo,m. gonzalezf
1566,mgrayfp,m. grayf
1567,athompsonfq,a. thompsonf
1568,lallenfr,l. allenf
1569,barmstrongfs,b. armstrongf
1570,jbellft,j. bellf
1571,lbanksfu,l. banksf
1572,dfoxfv,d. foxf
1573,lfowlerfw,l. fowlerf
1574,calexanderfx,c. alexanderf
1575,swhitefy,s. whitef
1576,sedwardsfz,s. edwardsf
1577,ttorresg0,t. torresg
1578,lcarrg1,l. carrg
1579,mdixong2,m. dixong
1580,jsmithg3,j. smithg
1581,jcastillog4,j. castillog
1582,rholmesg5,r. holmesg
1583,lfordg6,l. fordg
1584,rfieldsg7,r. fieldsg
1585,mcarpenterg8,m. carpenterg
1586,kfergusong9,k. fergusong
1587,jstonega,j. stoneg
1588,fjacksongb,f. jacksong
1589,mdixongc,m. dixong
1590,cmitchellgd,c. mitchellg
1591,rwhitege,r. whiteg
1592,jharrisongf,j. harrisong
1593,efishergg,e. fisherg
1594,hleegh,h. leeg
1595,ehudsongi,e. hudsong
1596,agonzalezgj,a. gonzalezg
1597,probertsongk,p. robertsong
1598,jshawgl,j. shawg
1599,aolivergm,a. oliverg
1600,sgarzagn,s. garzag
1601,khudsongo,k. hudsong
1602,dsimsgp,d. simsg
1603,myounggq,m. youngg
1604,tjohnsongr,t. johnsong
1605,ckennedygs,c. kennedyg
1606,cyounggt,c. youngg
1607,jharrisgu,j. harrisg
1608,ghudsongv,g. hudsong
1609,storresgw,s. torresg
1610,eharrisgx,e. harrisg
1611,cwheelergy,c. wheelerg
1612,rmcdonaldgz,r. mcdonaldg
1613,sjordanh0,s. jordanh
1614,jwardh1,j. wardh
1615,isandersh2,i. sandersh
1616,dkelleyh3,d. kelleyh
1617,dfullerh4,d. fullerh
1618,kbrownh5,k. brownh
1619,bpetersh6,b. petersh
1620,hturnerh7,h. turnerh
1621,jbellh8,j. bellh
1622,kfullerh9,k. fullerh
1623,rsanchezha,r. sanchezh
1624,rwallacehb,r. wallaceh
1625,gpetershc,g. petersh
1626,wwagnerhd,w. wagnerh
1627,lwarrenhe,l. warrenh
1628,wreidhf,w. reidh
1629,nhunterhg,n. hunterh
1630,kwilliamsonhh,k. williamsonh
1631,tbowmanhi,t. bowmanh
1632,fboydhj,f. boydh
1633,lpetersonhk,l. petersonh
1634,dsmithhl,d. smithh
1635,dweaverhm,d. weaverh
1636,pgarretthn,p. garretth
1637,pcookho,p. cookh
1638,jricehp,j. riceh
1639,vsimmonshq,v. simmonsh
1640,phayeshr,p. hayesh
1641,loliverhs,l. oliverh
1642,klawrenceht,k. lawrenceh
1643,jfergusonhu,j. fergusonh
1644,kmedinahv,k. medinah
1645,aclarkhw,a. clarkh
1646,kyounghx,k. youngh
1647,sthomashy,s. thomash
1648,dmorenohz,d. morenoh
1649,cmyersi0,c. myersi
1650,acampbelli1,a. campbelli
1651,dcunninghami2,d. cunninghami
1652,dhanseni3,d. hanseni
1653,pdiazi4,p. diazi
1654,jgardneri5,j. gardneri
1655,ksimmonsi6,k. simmonsi
1656,lfranklini7,l. franklini
1657,pkimi8,p. kimi
1658,kcarpenteri9,k. carpenteri
1659,lmurphyia,l. murphyi
1660,tpierceib,t. piercei
1661,bholmesic,b. holmesi
1662,mspencerid,m. spenceri
1663,mgordonie,m. gordoni
1664,rkingif,r. kingi
1665,jhamiltonig,j. hamiltoni
1666,jmitchellih,j. mitchelli
1667,wfosterii,w. fosteri
1668,awilliamsonij,a. williamsoni
1669,mrodriguezik,m. rodriguezi
1670,mjacksonil,m. jacksoni
1671,rclarkim,r. clarki
1672,bmartinin,b. martini
1673,vwashingtonio,v. washingtoni
1674,lhayesip,l. hayesi
1675,klewisiq,k. lewisi
1676,mhicksir,m. hicksi
1677,cfloresis,c. floresi
1678,jperryit,j. perryi
1679,bfordiu,b. fordi
1680,wscottiv,w. scotti
1681,arichardsoniw,a. richardsoni
1682,rkelleyix,r. kelleyi
1683,dthomasiy,d. thomasi
1684,swoodsiz,s. woodsi
1685,jalvarezj0,j. alvarezj
1686,mdixonj1,m. dixonj
1687,mstonej2,m. stonej
1688,pcolej3,p. colej
1689,dpricej4,d. pricej
1690,gedwardsj5,g. edwardsj
1691,hgriffinj6,h. griffinj
1692,smcdonaldj7,s. mcdonaldj
1693,dfreemanj8,d. freemanj
1694,rjamesj9,r. jamesj
1695,pjohnstonja,p. johnstonj
1696,rfieldsjb,r. fieldsj
1697,hpaynejc,h. paynej
1698,jadamsjd,j. adamsj
1699,plynchje,p. lynchj
1700,bturnerjf,b. turnerj
1701,kruizjg,k. ruizj
1702,aparkerjh,a. parkerj
1703,sfosterji,s. fosterj
1704,jrichardsjj,j. richardsj
1705,rjacksonjk,r. jacksonj
1706,cgardnerjl,c. gardnerj
1707,lgrayjm,l. grayj
1708,nrogersjn,n. rogersj
1709,gcookjo,g. cookj
1710,mgarrettjp,m. garrettj
1711,llongjq,l. longj
1712,pholmesjr,p. holmesj
1713,jblackjs,j. blackj
1714,tdavisjt,t. davisj
1715,tpayneju,t. paynej
1716,bmasonjv,b. masonj
1717,dgomezjw,d. gomezj
1718,slanejx,s. lanej
1719,tjacksonjy,t. jacksonj
1720,jtorresjz,j. torresj
1721,kallenk0,k. allenk
1722,swardk1,s. wardk
1723,cmoralesk2,c. moralesk
1724,shenryk3,s. henryk
1725,aandrewsk4,a. andrewsk
1726,bcarrollk5,b. carrollk
1727,plynchk6,p. lynchk
1728,ahansonk7,a. hansonk
1729,wrodriguezk8,w. rodriguezk
1730,bberryk9,b. berryk
1731,narnoldka,n. arnoldk
1732,hdeankb,h. deank
1733,storreskc,s. torresk
1734,aharperkd,a. harperk
1735,mpalmerke,m. palmerk
1736,jwhitekf,j. whitek
1737,ewheelerkg,e. wheelerk
1738,jmillerkh,j. millerk
1739,cmooreki,c. moorek
1740,mpattersonkj,m. pattersonk
1741,mspencerkk,m. spencerk
1742,rgeorgekl,r. georgek
1743,hwrightkm,h. wrightk
1744,nmitchellkn,n. mitchellk
1745,ckimko,c. kimk
1746,abennettkp,a. bennettk
1747,rsnyderkq,r. snyderk
1748,sdaviskr,s. davisk
1749,jholmesks,j. holmesk
1750,jhuntkt,j. huntk
1751,mrayku,m. rayk
1752,crussellkv,c. russellk
1753,amurraykw,a. murrayk
1754,lsimpsonkx,l. simpsonk
1755,mbradleyky,m. bradleyk
1756,afergusonkz,a. fergusonk
1757,mfosterl0,m. fosterl
1758,vmedinal1,v. medinal
1759,jolsonl2,j. olsonl
1760,smurphyl3,s. murphyl
1761,bharveyl4,b. harveyl
1762,dhowardl5,d. howardl
1763,mmartinl6,m. martinl
1764,abishopl7,a. bishopl
1765,jwardl8,j. wardl
1766,rstewartl9,r. stewartl
1767,cgomezla,c. gomezl
1768,hclarklb,h. clarkl
1769,helliottlc,h. elliottl
1770,jjenkinsld,j. jenkinsl
1771,jhallle,j. halll
1772,adixonlf,a. dixonl
1773,lharperlg,l. harperl
1774,sdavislh,s. davisl
1775,amorrisonli,a. morrisonl
1776,aharperlj,a. harperl
1777,dolsonlk,d. olsonl
1778,jgrayll,j. grayl
1779,ccarterlm,c. carterl
1780,jrobertsonln,j. robertsonl
1781,kalvarezlo,k. alvarezl
1782,agilbertlp,a. gilbertl
1783,nmitchelllq,n. mitchelll
1784,mryanlr,m. ryanl
1785,efrazierls,e. frazierl
1786,jhenrylt,j. henryl
1787,rleelu,r. leel
1788,cgarcialv,c. garcial
1789,jfordlw,j. fordl
1790,twhitelx,t. whitel
1791,acampbellly,a. campbelll
1792,jrobinsonlz,j. robinsonl
1793,jstanleym0,j. stanleym
1794,ccastillom1,c. castillom
1795,ajacksonm2,a. jacksonm
1796,lortizm3,l. ortizm
1797,jbradleym4,j. bradleym
1798,khallm5,k. hallm
